Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
9.5,0.4404484218867559,0.5221126344006333,-0.1582593493941737,-0.2889676667711041,-0.2681609256190594,0.1390246955733914,0.4445570484094398,0.5223132639312483,-0.1575277488590181,9.874148911,2338260.955,124.275492847,1526.62075078,123.8500408633698,0.2079242362813014,10.27240322049583,-2.19492075926913,0.2048407524096432,0.01274141227653303,0.6176804446098956,-0.1090818607996812,-2.271313880720994,3.507493291973077,-0.0422266075011577,-32.64646477591501,123.8500408633703,0.207924236281326,10.27240322049591,10.51641193661689,1521.572648812603,123.6001463394786,11.56740890218184,-5.796291781826048,123.6001463394786,123.5994498054439,-5.796276924633224,-11.57485653800471, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19735.109467287,23015.949362298,-0.3130871873929806,10.08500823136593,357.1927737490504,0.9958330425271958,-0.000567814071626281,0.08793469827992485,-0.02416025324012107,0.7663201848915694,0.0166824876914389,-0.6420041514856006,-0.01748537410037292,-0.7663261891474499,-0.01690462709485592,0.6419983407323612,0.01722021795523945,4.7413890775514,0.095861110525427,0.0034258994341734,0.0034489663710687,-7.3590739075515e-05,20945376.4005235,14467.75531151172,1252.391903429076,20945381.39721563,-26.9022624413119,1252.391903429076,0.039649923514962,23015.949362298,-3280.8398950176,6.23718997,9.84848485,9.84848485,0.46485873,3.12011511,1251.49257,178.782596,3.12011511,-3.11707485,0,1,-0.523,0,0.00546440227,0.163208753,0.348,0,0.15547124,0.388678101,0.393957429,0,0,-0.0230097656,-1,-0.150256514,0,357.219085,-357.219085,360,2.78091493,0.0485269656,0.0392247587,0.0446891609,0,0,0,-100,-99.9997796,-2.79999383,-14.3748504,0,0,0,-0,-0.161596968,-0.0789562787,-0.0591060984,0.016831109,0.00440554279,0.00690554279,-0.00587405705,-0.00837405705,0.0152795998,0.00763979992,-0.0073434922,-0.00205030302,0,0,38024.3,69.1351,1.29953,11.5417,161.643,0.193049,10.7595,177.291,2247.48,65,65,0.00342548581849743414,-7.323031595981841e-05,20945381.5479181409,0.444557048409439826
9.6,0.411344425340726,0.4950205672071197,-0.1435669273596226,-0.2904710025134161,-0.2741682162923029,0.1559874589049677,0.4154523457615995,0.4952228321186572,-0.1428318204450667,9.839218192,2334092.967,124.057913254,1526.59305933,123.6315325368851,0.2277701661890941,10.27414834775456,-2.174361647942847,0.1875649600473827,0.01593315678541529,0.5559839075044835,-0.0884778028632596,-2.244345618768774,3.551244934741925,-0.04400894544963048,-32.5778983552846,123.6315325368856,0.2277701661891188,10.27414834775464,10.57508039279967,1521.562784497613,123.3743462325468,11.637123567259,-5.806366136506554,123.3743462325468,123.3736385909277,-5.806350867445018,-11.64463101083247, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19736.27049306,23017.110388075,-0.2731032970785993,10.13596104873132,357.1770906340582,0.9957907172903653,-0.0001973057726253041,0.08836907181387449,-0.02432520453205254,0.7665972244740696,0.01706110689991855,-0.6416673108759573,-0.01734001768222745,-0.7666032406689502,-0.01728546926429766,0.6416613061169778,0.01707197060771221,4.7505339928537,0.10519503521521,0.0034596789335945,0.0034829733100686,-7.5177726839934e-05,20945377.45514952,14619.91206601411,1264.740605576819,20945382.55749365,-27.48241252405933,1264.740605576819,0.040067730928186,23017.110388075,-3280.8398950086,6.23691624,9.84848485,9.84848485,0.464836211,3.11986625,1263.83913,178.768336,3.11986625,-3.11704999,0,1,-0.523,0,0.00476655173,0.142319553,0.348,0,0.13508944,0.3377236,0.34267964,0,0,-0.0214757812,-1,-0.123237834,0,357.203401,-357.203401,360,2.7965992,0.0488006561,0.0396852702,0.044451822,0,0,0,-100,-99.9998005,-2.79999442,-14.4446254,0,0,0,-0,-0.161208824,-0.0787666315,-0.0591060984,0.0160556112,0.00420255624,0.00670255624,-0.00560340832,-0.00810340832,0.0148059646,0.00740298228,-0.00811619899,-0.00226604276,0,0,38658.2,70.2876,1.29953,11.6316,163.511,0.218875,10.8986,179.477,2258.83,65,65,0.00345926519639668016,-7.48169139673536597e-05,20945382.7087134831,0.415452345761599506
9.7,0.3827892968539861,0.4673755675386679,-0.127333825642333,-0.2772218140991699,-0.2789199956210908,0.1693693956930866,0.3868965483541009,0.4675793224173029,-0.1265953999394122,9.804693629,2329965.822,123.842513251,1526.56756329,123.4151902585483,0.245679564390219,10.27611518029865,-2.151604707584963,0.1659822114082184,0.01718317717763185,0.4957549857811614,-0.06939091507418778,-2.215421916245937,3.595574512501257,-0.04554224267652647,-32.51055974123354,123.4151902585488,0.2456795643902439,10.27611518029874,10.62765619617487,1521.554903865811,123.151340791455,11.70074677152314,-5.814453925899618,123.151340791455,123.1506223460048,-5.814438248762201,-11.70831379165415, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19737.438190468,23018.278085485,-0.235746651656901,10.18419598640645,357.1630183866546,0.9957504911412486,0.0001486270266665341,0.08878026538636276,-0.02447451286330568,0.7668593576245305,0.01741128744411478,-0.6413483445385771,-0.01720097819477903,-0.7668653869202789,-0.0176378766287888,0.6413421530516006,0.01693004343691369,4.7597301123174,0.11366380587444,0.0034933970386623,0.0035169184413077,-7.676719505838e-05,20945378.51533652,14772.06793453436,1277.066865817295,20945383.72443733,-28.0634694494438,1277.066865817295,0.04048553834141,23018.278085485,-3280.8398950128,6.23667064,9.84848485,9.84848485,0.464813563,3.11962111,1276.16337,178.75429,3.11962111,-3.11704953,0,1,-0.523,0,0.00411455527,0.122804748,0.348,0,0.116075104,0.290187759,0.294809698,0,0,-0.0230097656,-1,-0.0983030044,0,357.189328,-357.189328,360,2.81067249,0.0490462349,0.04013599,0.0442505453,0,0,0,-100,-99.9998195,-2.79999495,-14.5083087,0,0,0,-0,-0.160892181,-0.0786119197,-0.0591060984,0.0153289196,0.00401234471,0.00651234471,-0.00534979294,-0.00784979294,0.0143621377,0.00718106883,-0.00882315804,-0.00246342572,0,0,39295.3,71.446,1.29953,11.721,165.369,0.243397,11.0394,181.689,2270.27,65,65,0.00349298318175065474,-7.6406022164655243e-05,20945383.8761933818,0.386896548354100867
9.8,0.3560709555312028,0.4393417700968628,-0.1099446487575382,-0.2533118591643902,-0.2816680296310646,0.1786283819148414,0.3601775770001364,0.4395468607724369,-0.1092030954012765,9.770605093,2325883.305,123.629492103,1526.54413219,123.2012290908335,0.2612751505789399,10.27814202610749,-2.12674975684034,0.1412839977303588,0.0171730477453309,0.4366642453982621,-0.05169179496304646,-2.184562134273229,3.640384048536449,-0.04678772735656488,-32.4441300727575,123.2012290908339,0.261275150578965,10.27814202610758,10.67426817752736,1521.548861166335,122.9313248017308,11.75840729910273,-5.820700815617919,122.9313248017309,122.9305958590906,-5.820684734627394,-11.76603368404976, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19738.611957066,23019.451852078,-0.2008738670477522,10.22966235515614,357.1506914113294,0.9957124921305486,0.0004710931532106896,0.08916783572379806,-0.02460707537979627,0.7671063614142282,0.01773303350691488,-0.6410476564442579,-0.0170666917646904,-0.7671124044836456,-0.0179618537110205,0.6410412858165194,0.01679287281221088,4.7688942544213,0.12108740648096,0.0035270545406185,0.0035508025613557,-7.83586205298e-05,20945379.58048197,14924.22310804474,1289.370973372479,20945384.89744426,-28.64524195286867,1289.370973372479,0.040903345754634,23019.451852078,-3280.8398950104,6.23645549,9.84848485,9.84848485,0.464790798,3.11937972,1288.46557,178.740458,3.11937972,-3.11707577,0,1,-0.523,0,0.00350591036,0.104587056,0.348,0,0.0983277517,0.245819379,0.250137809,0,0,-0.0214757812,-1,-0.0749521314,0,357.177,-357.177,360,2.82300037,0.0492613565,0.0405759641,0.0440818745,0,0,0,-100,-99.9998367,-2.79999543,-14.5660291,0,0,0,-0,-0.160646329,-0.0784917962,-0.0591060984,0.0146486764,0.00383429104,0.00633429104,-0.00511238806,-0.00761238806,0.0139466791,0.00697333955,-0.00944934968,-0.00263825843,0,0,39934.2,72.6077,1.29953,11.8099,167.211,0.266065,11.1815,183.924,2281.76,65,65,0.00352664056525458852,-7.7997117375818177e-05,20945385.0497552492,0.360177577000136362
9.9,0.3320861620112552,0.4111333704080938,-0.09182677985458816,-0.2224256941255177,-0.2821870006117772,0.1834739389723409,0.3361921936346666,0.4113396383476944,-0.09108229258193992,9.736981456,2321849.107,123.419044084,1526.52265051,122.9898535411986,0.2743022418426966,10.28013262629477,-2.099908274921531,0.1147205490508379,0.01652473153397693,0.3785411009813444,-0.03520538062624825,-2.151811669711658,3.685585682371698,-0.0477210227027859,-32.37845166047334,122.9898535411991,0.2743022418427218,10.28013262629485,10.71502033045254,1521.544526075373,122.7144898416697,11.81020910280829,-5.825237030908839,122.7144898416697,122.7137507125641,-5.825220550733906,-11.81789466062247, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19739.791201908,23020.631096921,-0.168237890973038,10.27232844889852,357.1402032521229,0.9956768196481046,0.000772137997574414,0.08953148050635559,-0.02472222920144122,0.7673380923208778,0.01802732261727729,-0.6407655306314505,-0.01693524334647585,-0.7673441491982576,-0.01825837834233871,0.640758988408637,0.01665854390547047,4.77797328346,0.12734156081069,0.0035606522836109,0.003584626520045,-7.9951517891605e-05,20945380.64999483,15076.3777636759,1301.653236804333,20945386.0759235,-29.22755260209851,1301.653236804333,0.041321153167858,23020.631096921,-3280.8398950113,6.23627244,9.84848485,9.84848485,0.464767929,3.11914211,1300.74604,178.726843,3.11914211,-3.11713033,0,1,-0.523,0,0.00293630512,0.0875356228,0.348,0,0.0817002282,0.204250571,0.208305747,0,0,-0.0214757812,-1,-0.0527150066,0,357.166511,-357.166511,360,2.8334893,0.0494443883,0.0410041881,0.0439404932,0,0,0,-100,-99.9998522,-2.79999586,-14.6178905,0,0,0,-0,-0.160470898,-0.078406081,-0.0591060984,0.0140103501,0.00366720914,0.00616720914,-0.00488961218,-0.00738961218,0.0135568213,0.00677841066,-0.00998415424,-0.00278757586,0,0,40573.5,73.77,1.29953,11.8979,169.034,0.286441,11.3247,186.178,2293.29,65,65,0.0035602381908204383,-7.95897132872355913e-05,20945386.2288077138,0.336192193634666625
10,0.3113828371442558,0.3829693182003749,-0.07342592722233789,-0.1878063441565345,-0.280617234403179,0.1838500593758941,0.3154883199301891,0.3831766046622825,-0.07267870110421042,9.703850361,2317866.792,123.211356888,1526.50302095,122.7812565744849,0.2846314327083856,10.2820467404196,-2.071199301980233,0.08753381531731796,0.01573040880183996,0.3213462688860034,-0.01973258002872981,-2.117243316030033,3.731098654693806,-0.04833250230073711,-32.31350078167271,122.7812565744854,0.284631432708411,10.28204674041968,10.75000645764276,1521.541787151617,122.5010215752767,11.85624595362174,-5.828173910838748,122.5010215752767,122.5002725748606,-5.828157036592883,-11.86399051229484, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19740.975343812,23021.815238825,-0.1375259733393051,10.31218448409875,357.1316034143904,0.9956435400130281,0.001054417590650755,0.08987107106308115,-0.0248197505999716,0.7675545062301945,0.01829587461310071,-0.6405021049697297,-0.01680459660954071,-0.7675605762392109,-0.0185291706138792,0.6404953983713503,0.01652502056935268,4.786940058155,0.13235950587582,0.0035941911634492,0.003618391219217,-8.1545434875403e-05,20945381.72329383,15228.53206645033,1313.913983559823,20945387.2592939,-29.81023606292001,1313.913983559823,0.041738960581082,23021.815238825,-3280.8398950088,6.23612234,9.84848485,9.84848485,0.464744964,3.11890828,1313.00509,178.713445,3.11890828,-3.11721406,0,1,-0.523,0,0.00240028104,0.0714858219,0.348,0,0.0660177687,0.165044422,0.16888175,0,0,-0.0199417969,-1,-0.0311704678,0,357.15791,-357.15791,360,2.84208977,0.0495944666,0.0414196456,0.0438199266,0,0,0,-100,-99.9998663,-2.79999626,-14.6639868,0,0,0,-0,-0.160365661,-0.0783546621,-0.0591060984,0.0134079957,0.00350954287,0.00600954287,-0.00467939049,-0.00717939049,0.0131889334,0.00659446668,-0.0104215302,-0.00290969124,0,0,41211.5,74.9301,1.29953,11.9849,170.831,0.30421,11.4686,188.448,2304.84,65,65,0.00359377695428873302,-8.11833559295925739e-05,20945387.4127689749,0.315488319930189054
10.1,0.2942054459259548,0.355043783795775,-0.05518369906345463,-0.1522300049417802,-0.2773117262082255,0.17991144990037,0.2983104212299677,0.3552519336195127,-0.05443392919288199,9.671237964,2313939.769,123.006609928,1526.48516584,122.5756189598222,0.2922549853880776,10.2838859142447,-2.040747058194881,0.06089944237499159,0.01512757257182429,0.2651341320884484,-0.005068562732606946,-2.0809553516731,3.776845172002725,-0.0486268281928758,-32.24935016106307,122.5756189598227,0.2922549853881031,10.28388591424478,10.77932146152571,1521.5405532953,122.2910970861083,11.89661273323807,-5.829602457166666,122.2910970861083,122.2903385336255,-5.829585194392497,-11.90441614065131, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19742.163810983,23023.003705989,-0.1083928236747146,10.3492416978173,357.1248965502721,0.9956126863808161,0.001320911790915406,0.0901866511637562,-0.02489983657541331,0.7677556575160057,0.01854093581251344,-0.6402573719483923,-0.01667278372378622,-0.7677617392652109,-0.01877647704549193,0.6402505076490184,0.01639033512143049,4.79578708311,0.13613083856751,0.0036276721256175,0.0036520976107226,-8.3139946900683e-05,20945382.79980706,15380.68617125882,1326.153559244551,20945388.44698367,-30.39313712277908,1326.153559244551,0.042156767994306,23023.003705989,-3280.8398950129,6.23600529,9.84848485,9.84848485,0.464721917,3.11867826,1325.24308,178.700264,3.11867826,-3.11732703,0,1,-0.523,0,0.00189181166,0.0562565268,0.348,0,0.0510944876,0.127736219,0.131402397,0,0,-0.0230097656,-1,-0.00996068523,0,357.151203,-357.151203,360,2.84879713,0.04971151,0.0418213469,0.0437131586,0,0,0,-100,-99.999879,-2.79999661,-14.7044128,0,0,0,-0,-0.160330369,-0.0783374184,-0.0591060984,0.0128349224,0.00335954094,0.00585954094,-0.00447938792,-0.00697938792,0.0128389289,0.00641946443,-0.0107599557,-0.00300417962,0,0,41846.7,76.0849,1.29953,12.0706,172.599,0.319186,11.6129,190.73,2316.38,65,65,0.00362725780140791577,-8.27776184832451249e-05,20945388.6010664776,0.298310421229967704
10.2,0.2805423688767014,0.3275108666682492,-0.03751778918404539,-0.1179932065073062,-0.2727093998134306,0.1719948233103261,0.2846468779667054,0.3277197315994978,-0.03676566949605284,9.639168695,2310071.257,122.804972661,1526.46902672,122.3731088007651,0.2972778797440911,10.28567831927307,-2.008679832159538,0.03587874920218915,0.01490610329706499,0.2100143348338861,0.008982319568493501,-2.043067774694878,3.822746291716396,-0.04862180645193297,-32.18613049852237,122.3731088007656,0.2972778797441167,10.28567831927316,10.80306876641406,1521.540753546474,122.0848825062515,11.93141285695299,-5.829593541657808,122.0848825062516,122.0841147242149,-5.829575896300955,-11.93927498063712, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19743.356041465,23024.195936472,-0.08048872456869113,10.38352913353577,357.1200437760885,0.9955842615654873,0.001574679008861692,0.09047841502462678,-0.02496307120035551,0.767941685483054,0.0187650817846149,-0.6400311962238887,-0.01653805500297073,-0.7679477769182212,-0.01900287336036151,0.6400241801980728,0.01625273799078187,4.8045196513623,0.13869784030825,0.0036610961625942,0.0036857466937234,-8.4734651505951e-05,20945383.87897251,15532.84022489692,1338.372326642994,20945389.63843087,-30.97610865499882,1338.372326642994,0.04257457540753,23024.195936472,-3280.8398950137,6.23592059,9.84848485,9.84848485,0.464698798,3.11845203,1337.46035,178.687301,3.11845203,-3.11746856,0,1,-0.523,0,0.00140479325,0.0416647439,0.348,0,0.0367471848,0.0918679621,0.0954078005,0,0,-0.0214757812,-1,0.0111994702,0,357.14635,-357.14635,360,2.85365026,0.0497961971,0.0422083655,0.0436131588,0,0,0,-100,-99.9998905,-2.79999694,-14.7392719,0,0,0,-0,-0.160364647,-0.0783541665,-0.0591060984,0.0122842645,0.00321540623,0.00571540623,-0.00428720831,-0.00678720831,0.0125026145,0.00625130727,-0.0110021634,-0.00307180403,0,0,42477.2,77.2314,1.29953,12.1548,174.333,0.331318,11.7574,193.018,2327.89,65,65,0.00366068172512439395,-8.43720959033171866e-05,20945389.7931374609,0.284646877966705347
10.3,0.2701739434299901,0.3004804052059902,-0.02080520358957057,-0.08691366893754812,-0.267244102808851,0.160586657025051,0.2742780271142911,0.3006898466800879,-0.02005092589821384,9.607665033,2306264.256,122.606603074,1526.45456277,122.1738811439315,0.2999045487318384,10.28746522603175,-1.975129646796419,0.0133812037496533,0.01513416013461466,0.1561185159351837,0.02259496422961411,-2.00371780548813,3.868718560003313,-0.04834670214528107,-32.12399699672324,122.173881143932,0.299904548731864,10.28746522603184,10.82136411943819,1521.542335559336,121.8825310667364,11.96076207432582,-5.82819943499366,121.8825310667365,121.8817543798386,-5.828181413370308,-11.96868280105267, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19744.551484264,23025.391379273,-0.05348250345398083,10.41508941038104,357.1169658434073,0.9955582425358139,0.001818653760505773,0.09074667563574883,-0.02501037941657916,0.7681127951496411,0.01897104153140394,-0.6398233401944559,-0.0163989893904756,-0.7681188936515382,-0.01921108867420995,0.6398161776216106,0.01611080820940818,4.8131496715433,0.14014972769585,0.0036944643105792,0.0037193395113967,-8.6329163024962e-05,20945384.96023907,15684.9943680123,1350.570664522124,20945390.83308453,-31.55900967259549,1350.570664522124,0.042992382820754,23025.391379273,-3280.8398950145,6.23586687,9.84848485,9.84848485,0.464675618,3.11822959,1349.65728,178.674556,3.11822959,-3.11763728,0,1,-0.523,0,0.000933445777,0.0275375502,0.348,0,0.0228064457,0.0570161143,0.06047003,0,0,-0.0214757812,-1,0.0325176443,0,357.143272,-357.143272,360,2.85672842,0.049849911,0.0425798708,0.0435133166,0,0,0,-100,-99.999901,-2.79999723,-14.76868,0,0,0,-0,-0.160467933,-0.0784046322,-0.0591060984,0.0117494514,0.00307541891,0.00557541891,-0.00410055855,-0.00660055855,0.0121759775,0.00608798873,-0.0111547065,-0.00311439406,0,0,43101.4,78.3661,1.29953,12.2373,176.026,0.340677,11.9018,195.309,2339.36,65,65,0.00369404976227931435,-8.59663997694771212e-05,20945390.9884301014,0.274278027114291056
10.4,0.2627201195633159,0.2739858349594795,-0.005367039773865294,-0.06031802231157509,-0.2631065202872828,0.1463779150502386,0.2668238178962072,0.2741957262914724,-0.004610793070814026,9.576743916,2302521.119,122.411624558,1526.44174749,121.9780557649012,0.3004223181368886,10.28928983187327,-1.941173298117902,-0.005866213076653406,0.01572620042865935,0.1033937105419724,0.03596190135685857,-1.963984182305313,3.913724169079192,-0.04784011439995984,-32.06309403258992,121.9780557649017,0.3004223181369142,10.28928983187336,10.83433236724654,1521.545264163755,121.6841601064967,11.98478524559731,-5.825455243349813,121.6841601064967,121.6833748406994,-5.825436852118089,-11.99276447941514, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19745.749600537,23026.589495549,-0.02707940521370872,10.44397407888006,357.1155478687836,0.9955345858958138,0.002055487017102986,0.0909918285423669,-0.025042971007647,0.768269235511618,0.01916154498351931,-0.6396334934850886,-0.01625456773648301,-0.7682753380275316,-0.0194038530003522,0.6396261887093391,0.01596352669644105,4.8216913880856,0.14061530710094,0.0037277776448741,0.0037528771462846,-8.7923107780232e-05,20945386.04306782,15837.14873686318,1362.748965942731,20945392.03040581,-32.14170357119474,1362.748965942731,0.043410190233978,23026.589495549,-3280.8398950152,6.23584212,9.84848485,9.84848485,0.464652387,3.11801094,1361.83426,178.662027,3.11801094,-3.11783118,0,1,-0.523,0,0.00047262478,0.013721363,0.348,0,0.00912507956,0.0228126989,0.0262148704,0,0,-0.0214757812,-1,0.054123431,0,357.141853,-357.141853,360,2.8581465,0.0498746565,0.0429351558,0.0434077806,0,0,0,-100,-99.9999104,-2.79999749,-14.792762,0,0,0,-0,-0.160639498,-0.0784884586,-0.0591060984,0.0112245782,0.00293803335,0.00543803335,-0.0039173778,-0.0064173778,0.0118554112,0.00592770558,-0.0112273901,-0.00313468733,0,0,43716.9,79.4853,1.29953,12.3177,177.676,0.347371,12.0431,197.545,2350.72,65,65,0.00372736298895718016,-8.75601536308031155e-05,20945392.1864048094,0.266823817896207238
10.5,0.2576951273804848,0.2477727802833696,0.00855106530078034,-0.0389613959268049,-0.2609754257651497,0.1300423825988708,0.2617984796425515,0.2479830081927852,0.009309094254047348,9.546397615,2298841.233,122.220003175,1526.43056176,121.785596875605,0.2991812307955399,10.29116419148338,-1.907433762238962,-0.02135379307621472,0.01612689032045722,0.05171768707221247,0.0492203484390169,-1.92452692419975,3.957120776689012,-0.04714726708531037,-32.00342440409668,121.7855968756055,0.2991812307955656,10.29116419148347,10.84207790717037,1521.549524189269,121.4897306810421,12.00358679578877,-5.821376062076652,121.4897306810421,121.4889371645992,-5.821357308253623,-12.01162444792592, 1337.930962, 2.857725524,-7.063917207, 2.857725524, 1379.179417, 7.371507843,-7.063917207, 7.371507843, 2338.252732,55.13760484,1774,40.97745208568207,-1.499436302142052,36.83934611048478,19746.949863032,23027.789758042,-0.001033602574366665,10.47022480455663,357.1156459812995,0.9955132452477544,0.002287428333604245,0.09121419141554364,-0.02506227228947277,0.7684111983752462,0.01933919135209419,-0.639461398662152,-0.01610420784793962,-0.7684173015712454,-0.01958376564831548,0.6394539552025154,0.01581031134599254,4.8301507102744,0.14025395604862,0.0037610372507191,0.0037863606909351,-8.9516118843261e-05,20945387.12693138,15989.30346523377,1374.907627598424,20945393.22986745,-32.72405621354847,1374.907627598424,0.043827997647202,23027.789758042,-3280.8398950127,6.23584383,9.84848485,9.84848485,0.464629115,3.11779608,1373.99167,178.649716,3.11779608,-3.11804775,0,1,-0.523,0,1.80397681e-05,8.83894609e-05,0.348,0,-0.00441636767,-0.0110409192,-0.00766359361,0,0,-0.0214757812,-1,0.0760746204,0,357.141952,-357.141952,360,2.85804838,0.0498729443,0.0432736587,0.0432916985,0,0,0,-100,-99.9999189,-2.79999773,-14.8116222,0,0,0,-0,-0.160878853,-0.0786054077,-0.0591060984,0.0107046715,0.00280194777,0.00530194777,-0.00373593036,-0.00623593036,0.0115378781,0.00576893906,-0.0112325736,-0.00313613454,0,0,44319.8,80.5815,1.29953,12.396,179.279,0.351643,12.1795,199.692,2361.79,65,65,0.00376062249136127754,-8.91529878998950973e-05,20945393.3865336776,0.26179847964255154
